scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
labeled-data,20221112_170312,img8810.png,715.9179104477614,213.26224758560136,519.535118525022,212.4194029850746,651.0188762071994,258.77585601404735,653.5474100087797,273.1042142230026,576.848551360843,257.9330114135206,573.477172958736,272.26136962247574,614.776558384548,318.6178226514486
labeled-data,20221112_170312,img8847.png,715.9179104477614,210.733713784021,520.3779631255488,211.57655838454775,651.0188762071994,258.77585601404735,651.8617208077262,273.1042142230026,578.5342405618965,255.40447761194025,575.1628621597895,271.418525021949,610.562335381914,317.77497805092185
labeled-data,20221112_170312,img8855.png,715.0750658472346,205.6766461808603,516.163740122915,215.7907813871817,650.1760316066727,256.247322212467,651.8617208077262,273.1042142230026,576.0057067603161,257.9330114135206,573.477172958736,273.94705882352935,608.8766461808605,322.83204565408255
labeled-data,20221112_171101,img0212.png,705.80377524144,289.9611062335382,502.6782265144864,295.86101843722565,639.2190517998245,277.31843722563644,641.7475856014048,286.589727831431,575.1628621597895,276.4755926251097,575.1628621597895,283.2183494293239,608.8766461808605,316.9321334503951
labeled-data,20221112_171101,img0413.png,710.8608428446007,287.43257243195785,500.1496927129062,295.86101843722565,638.3762071992978,276.4755926251097,641.7475856014048,285.74688323090425,574.3200175592626,274.7899034240562,574.3200175592626,283.2183494293239,610.562335381914,324.51773485513604
labeled-data,20221112_171101,img0563.png,710.0179982440739,289.11826163301134,499.3068481123793,290.80395083406495,640.0618964003513,277.31843722563644,640.904741000878,285.74688323090425,576.848551360843,277.31843722563656,574.3200175592626,287.43257243195785,610.562335381914,323.6748902546093
labeled-data,20221112_171101,img0667.png,710.8608428446007,291.6467954345917,500.1496927129062,290.80395083406495,638.3762071992978,277.31843722563644,640.9047410008782,286.589727831431,576.0057067603161,277.31843722563644,576.0057067603163,285.74688323090413,611.4051799824408,322.83204565408255
labeled-data,20221112_171101,img1275.png,709.175153643547,292.48964003511844,509.42098331870073,289.11826163301134,640.0618964003513,276.4755926251097,640.0618964003513,284.9040386303775,576.848551360843,275.63274802458295,575.1628621597895,283.2183494293239,606.3481123792801,314.40359964881475
labeled-data,20221112_171101,img2573.png,705.80377524144,295.86101843722565,502.6782265144864,283.2183494293239,641.7475856014048,277.31843722563644,642.5904302019317,286.589727831431,575.1628621597895,274.7899034240562,576.0057067603161,284.9040386303775,612.2480245829677,315.2464442493415
labeled-data,20221112_171101,img2721.png,703.2752414398597,295.0181738366988,490.0355575065848,284.06119402985075,639.2190517998245,275.63274802458295,639.2190517998245,285.74688323090425,576.0057067603161,274.7899034240562,576.0057067603161,284.9040386303775,613.9337137840212,316.9321334503951
labeled-data,20221112_171101,img2737.png,705.80377524144,297.54670763827914,489.19271290605803,283.2183494293239,639.2190517998245,278.1612818261633,639.2190517998245,286.589727831431,576.848551360843,273.94705882352935,575.1628621597895,284.9040386303775,613.0908691834943,321.14635645302906
labeled-data,20221112_171101,img2957.png,707.4894644424935,295.86101843722565,498.4640035118526,282.37550482879715,639.2190517998245,276.4755926251097,640.0618964003513,286.589727831431,575.1628621597895,274.7899034240562,574.3200175592626,284.06119402985075,609.7194907813873,315.2464442493415
labeled-data,20221112_171101,img3248.png,709.175153643547,290.80395083406495,503.5210711150133,278.1612818261633,639.2190517998245,273.94705882352935,639.2190517998245,284.9040386303774,576.848551360843,270.57568042142236,574.3200175592626,282.37550482879715,606.3481123792801,318.6178226514486
labeled-data,20221112_171101,img3323.png,706.6466198419669,295.86101843722565,498.4640035118526,282.37550482879715,639.2190517998245,276.4755926251097,640.0618964003513,284.06119402985075,575.1628621597895,273.1042142230026,574.3200175592626,282.37550482879715,607.190956979807,316.08928884986824
labeled-data,20221112_171101,img3539.png,708.3323090430204,295.0181738366988,495.93546971027223,287.43257243195785,640.0618964003513,274.7899034240562,640.0618964003513,282.37550482879715,576.0057067603161,271.418525021949,576.0057067603161,281.5326602282704,608.0338015803338,322.83204565408255
labeled-data,20221112_171101,img3952.png,704.1180860403865,297.54670763827914,498.4640035118526,285.74688323090425,638.3762071992978,276.4755926251097,640.0618964003513,284.06119402985075,576.0057067603161,272.26136962247585,576.0057067603161,282.37550482879715,610.562335381914,317.77497805092185
labeled-data,20221112_171101,img4337.png,706.6466198419669,295.86101843722565,499.3068481123793,280.68981562774354,640.0618964003513,275.63274802458295,643.4332748024583,284.9040386303775,576.848551360843,270.57568042142225,576.0057067603161,280.68981562774354,611.4051799824408,315.2464442493415
labeled-data,20221112_171101,img5471.png,709.175153643547,293.3324846356453,490.0355575065848,273.94705882352935,639.2190517998245,273.94705882352935,641.7475856014048,285.74688323090425,576.0057067603161,271.418525021949,576.0057067603161,280.68981562774354,612.2480245829677,316.08928884986824
labeled-data,20221112_171101,img6080.png,708.3323090430204,294.17532923617205,502.6782265144864,284.9040386303775,640.9047410008782,276.4755926251097,640.9047410008782,284.06119402985075,575.1628621597895,272.26136962247585,576.848551360843,280.68981562774354,611.4051799824408,313.5607550482879
labeled-data,20221112_171101,img6908.png,706.6466198419669,295.86101843722565,491.7212467076384,265.51861281826154,638.3762071992978,275.63274802458295,641.7475856014048,284.06119402985075,576.0057067603161,273.94705882352935,578.5342405618965,283.2183494293239,612.2480245829677,319.46066725197534
labeled-data,20221112_171101,img7339.png,707.4894644424935,295.0181738366989,492.56409130816513,257.9330114135207,642.5904302019317,278.1612818261633,643.4332748024583,284.9040386303775,573.4771729587358,273.94705882352935,574.3200175592626,283.218349429324,612.2480245829677,317.77497805092185
labeled-data,20221112_171101,img7477.png,706.6466198419669,295.86101843722565,492.56409130816513,258.77585601404735,640.9047410008782,276.4755926251097,641.7475856014048,284.06119402985075,574.3200175592626,273.1042142230026,574.3200175592626,282.37550482879715,610.562335381914,316.9321334503951
labeled-data,20221112_171101,img7992.png,706.6466198419669,295.0181738366989,490.87840210711164,258.77585601404735,640.0618964003513,277.31843722563644,641.7475856014048,285.74688323090425,573.4771729587358,273.1042142230026,573.4771729587358,280.68981562774354,611.4051799824408,316.08928884986824
labeled-data,20221112_171101,img8604.png,707.4894644424935,292.48964003511844,498.4640035118526,276.4755926251097,640.9047410008782,274.7899034240562,642.5904302019317,285.74688323090425,574.3200175592626,272.26136962247585,573.4771729587358,283.2183494293239,610.562335381914,317.77497805092185
labeled-data,20221112_171101,img9239.png,713.3893766461811,291.6467954345917,485.82133450395094,282.37550482879715,640.0618964003513,273.94705882352935,640.9047410008782,284.06119402985075,574.3200175592626,272.26136962247585,571.7914837576823,283.2183494293239,608.8766461808605,322.83204565408255
labeled-data,20221112_171101,img9494.png,713.3893766461811,293.3324846356453,494.24978050921874,276.4755926251097,640.0618964003513,274.7899034240562,640.9047410008782,284.9040386303775,574.3200175592626,273.1042142230026,573.4771729587358,282.37550482879715,611.4051799824408,315.2464442493415
labeled-data,20221112_171101,img9609.png,710.8608428446007,290.80395083406495,497.62115891132584,274.7899034240562,640.0618964003513,275.63274802458295,640.9047410008782,285.74688323090425,573.4771729587358,273.1042142230026,573.4771729587358,281.5326602282704,608.8766461808605,311.8750658472344
labeled-data,20221112_171101,img9808.png,710.0179982440739,292.48964003511844,494.24978050921874,278.1612818261633,640.0618964003513,276.4755926251097,641.7475856014048,286.589727831431,573.4771729587358,273.1042142230026,573.4771729587358,281.5326602282704,611.4051799824408,311.8750658472344
labeled-data,20221112_172227,img0012.png,768.1742756804215,257.9330114135206,511.9495171202811,273.94705882352935,684.7326602282706,259.6187006145741,685.5755048287974,272.26136962247585,606.3481123792801,262.14723441615445,606.3481123792801,277.31843722563644,656.0759438103601,325.3605794556628
labeled-data,20221112_172227,img0134.png,774.074187884109,257.09016681299386,512.7923617208078,267.20430201931515,684.7326602282706,256.247322212467,685.5755048287974,273.1042142230026,608.0338015803338,262.14723441615445,607.190956979807,276.4755926251097,654.3902546093066,326.20342405618965
labeled-data,20221112_172227,img0258.png,773.2313432835822,252.8759438103599,514.4780509218613,273.1042142230026,683.0469710272171,254.5616330114135,687.2611940298509,270.57568042142225,605.5052677787535,261.3043898156277,606.3481123792801,273.94705882352935,651.0188762071994,323.6748902546093
labeled-data,20221112_172227,img0309.png,773.2313432835822,252.8759438103599,514.4780509218613,273.94705882352935,684.7326602282706,255.40447761194025,686.418349429324,268.88999122036876,608.0338015803338,260.46154521510095,606.3481123792801,273.94705882352935,652.7045654082531,323.6748902546093
labeled-data,20221112_172227,img0481.png,769.8599648814752,248.66172080772606,514.4780509218613,275.63274802458295,684.7326602282706,254.5616330114135,688.1040386303775,268.88999122036876,607.190956979807,259.6187006145741,605.5052677787535,273.1042142230026,652.7045654082531,327.0462686567164
